age_years,gender,ssc_percentage,hsc_percentage,degree_percentage,degree_specialization,technical_score,aptitude_score,communication_score,skills_match_percentage,certifications_count,internship_experience,years_of_experience,career_switch_willingness,relevant_experience,previous_ctc_lpa,expected_ctc_lpa,company_tier,job_role_match,competition_level,bond_requirement,notice_period_days,layoff_history,employment_gap_months,relocation_willingness,status
21,Male,64.686,73.449,79.359,Computer Science,67.865,64.975,83.709,85.429,0,Yes,4,Not Willing,Relevant,9.031,6.879,Tier 2,Matched,Low,Not Required,30,No,12,Willing,Placed
23,Female,72.065,65.635,57.111,Information Technology,49.951,78.004,78.603,76.103,3,No,0,Not Willing,Not Relevant,2.752,3.611,Tier 2,Matched,Low,Required,60,No,6,Willing,Not Placed
32,Female,66.481,61.483,72.509,Computer Science,70.299,58.32,63.521,76.96,1,Yes,2,Not Willing,Not Relevant,2.035,8.072,Tier 2,Not Matched,Low,Required,0,No,6,Willing,Not Placed
24,Female,64.35,75.34,60.814,Mechanical,53.959,58.752,60.806,82.648,0,Yes,4,Not Willing,Relevant,1.061,7.038,Tier 2,Matched,High,Not Required,15,No,6,Not Willing,Not Placed
29,Male,79.96,76.322,64.771,Computer Science,83.781,71.181,70.39,94.537,0,Yes,5,Not Willing,Relevant,5.913,4.396,Tier 3,Matched,High,Not Required,15,No,6,Willing,Placed
31,Female,75.811,72.061,84.341,Others,69.973,51.995,49.764,62.971,0,Yes,0,Willing,Relevant,6.806,4.0,Tier 1,Matched,Medium,Required,15,No,3,Not Willing,Not Placed
26,Female,65.313,70.407,82.627,Computer Science,71.055,72.931,76.778,75.13,2,Yes,2,Not Willing,Not Relevant,3.786,4.593,Tier 3,Not Matched,Low,Required,0,No,0,Willing,Placed
24,Female,80.715,72.061,75.102,Mechanical,78.475,63.581,76.282,80.18,0,No,3,Not Willing,Relevant,4.763,8.471,Tier 1,Matched,Low,Not Required,30,No,3,Willing,Placed
21,Female,61.845,82.603,64.321,Computer Science,74.153,77.01,66.879,83.171,0,No,1,Not Willing,Not Relevant,4.508,5.941,Tier 1,Matched,Medium,Required,0,No,3,Not Willing,Not Placed
28,Female,61.758,68.575,68.661,Information Technology,70.844,70.684,52.214,99.149,2,Yes,0,Not Willing,Relevant,6.629,3.0,Tier 2,Matched,Low,Not Required,60,No,6,Willing,Placed
34,Female,62.303,75.685,82.134,Mechanical,71.298,63.638,72.346,63.685,0,Yes,0,Willing,Relevant,6.801,10.771,Tier 2,Not Matched,Medium,Not Required,30,No,18,Willing,Not Placed
31,Male,65.404,78.592,80.068,Information Technology,72.737,63.801,59.058,76.943,2,No,4,Not Willing,Not Relevant,3.299,5.45,Tier 1,Matched,High,Required,0,No,0,Willing,Placed
22,Female,62.888,69.008,60.904,Electronics,75.191,70.263,67.425,61.645,0,Yes,3,Not Willing,Relevant,6.37,3.478,Tier 3,Not Matched,Low,Required,0,No,0,Willing,Placed
31,Male,68.051,64.725,75.67,Computer Science,71.727,61.139,66.562,65.847,2,No,1,Willing,Relevant,7.788,8.638,Tier 3,Not Matched,Medium,Required,90,No,3,Not Willing,Not Placed
31,Male,62.993,73.985,76.343,Mechanical,68.028,50.82,47.878,69.907,4,No,0,Willing,Relevant,9.058,3.231,Tier 1,Matched,Medium,Not Required,0,No,6,Willing,Not Placed
28,Male,65.624,68.779,77.26,Information Technology,44.312,59.485,64.818,63.884,0,Yes,0,Not Willing,Not Relevant,1.0,3.0,Tier 3,Matched,Medium,Not Required,0,No,0,Willing,Not Placed
26,Female,69.392,64.991,75.364,Others,65.0,69.009,67.506,51.084,0,No,4,Willing,Relevant,4.537,7.706,Tier 2,Matched,High,Not Required,30,No,12,Willing,Not Placed
28,Female,76.588,70.039,83.511,Mechanical,63.539,71.511,66.914,84.083,0,Yes,1,Not Willing,Relevant,7.106,4.651,Tier 2,Matched,Low,Not Required,0,No,3,Willing,Placed
26,Male,72.682,71.407,79.553,Information Technology,56.216,65.274,73.794,86.276,2,No,1,Not Willing,Not Relevant,5.165,5.506,Tier 2,Not Matched,Low,Not Required,30,Yes,0,Willing,Not Placed
25,Female,79.783,84.863,83.084,Electronics,61.597,64.418,57.635,60.0,0,No,0,Not Willing,Relevant,6.587,8.465,Tier 1,Matched,Medium,Not Required,20,No,0,Not Willing,Not Placed
25,Female,69.208,66.54,68.184,Others,75.255,42.399,74.272,66.093,2,No,4,Not Willing,Not Relevant,1.0,9.487,Tier 2,Matched,High,Not Required,30,No,0,Not Willing,Not Placed
34,Female,68.432,72.938,76.708,Others,80.768,69.589,75.285,74.072,3,Yes,3,Not Willing,Relevant,3.744,3.692,Tier 2,Matched,Low,Not Required,0,No,12,Not Willing,Placed
34,Male,81.933,61.103,73.22,Electronics,53.503,71.705,83.501,58.191,1,No,4,Not Willing,Relevant,3.875,3.0,Tier 3,Matched,Low,Not Required,15,No,0,Willing,Not Placed
30,Female,76.733,69.587,70.934,Others,53.144,61.943,45.146,86.383,3,No,2,Not Willing,Relevant,3.935,5.168,Tier 2,Matched,Medium,Not Required,90,Yes,0,Willing,Not Placed
30,Female,78.22,89.822,76.702,Mechanical,58.574,64.049,59.306,74.487,0,No,5,Willing,Relevant,4.414,11.051,Tier 2,Not Matched,Medium,Not Required,30,No,0,Willing,Not Placed
31,Male,86.964,80.321,91.285,Electronics,65.942,66.538,54.548,71.381,0,No,2,Not Willing,Not Relevant,5.504,6.97,Tier 3,Matched,Medium,Not Required,60,No,0,Willing,Not Placed
28,Male,62.616,61.815,73.898,Computer Science,71.925,65.702,45.0,85.787,4,No,2,Willing,Relevant,4.894,5.068,Tier 1,Not Matched,Medium,Not Required,15,No,12,Willing,Not Placed
27,Female,56.661,71.531,63.859,Others,71.345,40.0,67.129,68.39,2,No,1,Not Willing,Not Relevant,1.481,4.654,Tier 3,Matched,Low,Not Required,0,Yes,3,Willing,Not Placed
28,Female,72.693,73.88,78.376,Information Technology,48.47,67.705,69.056,77.337,4,Yes,0,Not Willing,Relevant,3.256,5.685,Tier 3,Matched,Low,Not Required,60,No,3,Willing,Not Placed
32,Male,70.713,78.044,75.615,Mechanical,74.851,72.005,61.051,90.611,1,No,0,Willing,Relevant,2.37,4.881,Tier 2,Not Matched,Low,Not Required,0,No,6,Willing,Not Placed
28,Male,62.746,72.061,72.696,Electronics,74.203,58.378,63.011,70.792,0,No,2,Not Willing,Not Relevant,5.911,8.188,Tier 2,Matched,Low,Not Required,15,No,0,Willing,Placed
27,Male,72.182,72.061,78.054,Electronics,64.97,61.474,61.848,82.043,1,No,1,Willing,Not Relevant,3.291,7.78,Tier 2,Matched,Medium,Not Required,0,No,12,Willing,Not Placed
22,Female,68.44,75.733,76.919,Others,68.592,55.332,62.762,65.161,2,Yes,2,Not Willing,Relevant,4.721,8.78,Tier 1,Matched,Medium,Not Required,30,No,12,Willing,Not Placed
31,Female,72.323,83.437,74.656,Mechanical,52.155,61.439,75.883,81.514,5,No,2,Not Willing,Not Relevant,5.755,8.078,Tier 3,Matched,Medium,Not Required,0,No,0,Willing,Not Placed
29,Female,75.388,78.552,73.964,Others,65.776,61.758,81.591,71.749,0,No,1,Not Willing,Relevant,3.878,11.21,Tier 2,Matched,Low,Not Required,0,No,0,Not Willing,Not Placed
33,Female,70.003,67.761,72.084,Computer Science,64.676,53.097,53.118,79.865,2,Yes,1,Not Willing,Relevant,5.216,6.364,Tier 2,Matched,Medium,Not Required,0,No,0,Willing,Placed
27,Female,75.336,72.872,90.658,Information Technology,67.397,51.04,64.705,70.312,4,No,2,Willing,Relevant,4.721,14.028,Tier 3,Not Matched,Medium,Not Required,15,Yes,3,Willing,Not Placed
32,Female,50.0,69.42,80.223,Others,67.62,52.57,66.966,83.766,0,No,1,Not Willing,Relevant,5.977,6.716,Tier 3,Matched,High,Not Required,30,No,0,Willing,Not Placed
31,Male,75.974,72.061,61.637,Electronics,69.2,74.498,66.931,74.687,3,Yes,2,Not Willing,Not Relevant,5.104,5.576,Tier 2,Not Matched,Low,Not Required,15,No,6,Willing,Not Placed
26,Female,61.997,80.079,65.72,Computer Science,56.018,62.105,74.792,94.12,1,Yes,4,Willing,Not Relevant,5.063,5.729,Tier 1,Matched,Low,Required,30,No,12,Not Willing,Not Placed
29,Female,69.577,77.866,84.792,Others,63.306,54.106,66.039,59.93,0,Yes,5,Willing,Relevant,3.05,7.126,Tier 2,Matched,Low,Not Required,30,No,0,Willing,Placed
33,Male,72.782,81.286,72.89,Mechanical,40.0,66.24,78.255,72.846,0,Yes,2,Not Willing,Relevant,1.79,10.36,Tier 3,Matched,Low,Not Required,30,No,0,Willing,Not Placed
21,Male,77.919,75.416,71.52,Electronics,78.802,58.647,74.393,73.102,4,Yes,0,Not Willing,Relevant,2.216,5.78,Tier 3,Matched,Low,Required,20,No,12,Willing,Placed
31,Male,67.269,60.133,67.557,Electronics,54.796,55.196,68.379,72.009,1,Yes,4,Not Willing,Relevant,1.0,9.183,Tier 1,Matched,Low,Not Required,30,Yes,6,Willing,Not Placed
22,Male,70.666,73.07,67.71,Information Technology,61.073,73.224,71.429,89.232,2,No,1,Not Willing,Relevant,3.572,7.868,Tier 1,Not Matched,Medium,Not Required,90,No,0,Willing,Not Placed
33,Male,67.555,72.948,61.877,Computer Science,52.01,58.984,52.171,80.475,1,No,2,Not Willing,Not Relevant,3.213,11.748,Tier 3,Not Matched,Low,Not Required,30,No,6,Willing,Not Placed
21,Male,70.012,76.738,70.167,Electronics,60.45,80.493,60.743,71.16,2,Yes,0,Not Willing,Relevant,3.086,5.767,Tier 2,Not Matched,Medium,Not Required,0,No,6,Not Willing,Not Placed
30,Male,68.699,60.452,75.38,Electronics,81.566,76.3,64.557,77.472,2,No,0,Willing,Relevant,1.0,5.2,Tier 1,Not Matched,Medium,Not Required,20,No,0,Willing,Not Placed
32,Male,75.804,72.061,81.687,Mechanical,72.046,57.853,62.69,79.414,2,Yes,1,Not Willing,Relevant,3.492,4.637,Tier 1,Matched,Low,Not Required,30,No,3,Willing,Placed
23,Male,81.314,67.799,72.915,Electronics,68.141,62.751,71.981,82.304,2,No,1,Willing,Not Relevant,5.403,3.0,Tier 3,Matched,Low,Not Required,30,No,12,Willing,Placed
31,Female,58.172,74.833,77.953,Information Technology,46.45,46.196,72.375,51.919,1,Yes,1,Willing,Not Relevant,2.571,8.785,Tier 1,Matched,Low,Required,30,No,0,Willing,Not Placed
25,Female,78.706,80.249,74.036,Information Technology,89.517,60.966,53.874,72.542,0,No,2,Not Willing,Relevant,5.138,7.186,Tier 2,Matched,Low,Not Required,0,Yes,0,Willing,Placed
21,Female,77.876,85.016,56.929,Mechanical,81.233,69.294,64.131,82.022,1,Yes,2,Not Willing,Not Relevant,4.037,12.822,Tier 2,Not Matched,Medium,Not Required,0,No,6,Willing,Not Placed
24,Male,70.003,71.331,69.307,Others,67.191,57.323,82.737,76.28,4,Yes,1,Not Willing,Relevant,5.981,12.786,Tier 3,Not Matched,Medium,Not Required,60,No,12,Not Willing,Not Placed
34,Female,95.0,70.828,80.654,Computer Science,63.549,60.247,61.894,79.004,1,Yes,4,Not Willing,Relevant,5.022,5.086,Tier 2,Not Matched,High,Not Required,15,Yes,0,Willing,Placed
33,Male,67.978,70.241,64.717,Electronics,70.377,74.381,67.673,64.03,1,No,0,Willing,Relevant,3.085,3.903,Tier 1,Not Matched,High,Not Required,0,No,3,Willing,Not Placed
28,Male,65.087,84.542,63.668,Mechanical,68.878,51.384,59.935,95.282,0,Yes,5,Willing,Relevant,7.858,6.031,Tier 2,Not Matched,Medium,Required,15,No,12,Willing,Placed
26,Male,89.421,60.064,80.523,Information Technology,48.77,56.461,69.664,78.124,2,Yes,3,Not Willing,Not Relevant,2.554,6.001,Tier 1,Matched,Medium,Not Required,15,No,0,Not Willing,Not Placed
33,Male,55.927,73.912,77.394,Information Technology,46.033,60.112,63.929,64.609,2,Yes,5,Not Willing,Relevant,9.243,13.622,Tier 3,Not Matched,High,Not Required,0,Yes,3,Willing,Not Placed
21,Female,57.394,85.626,77.626,Others,83.459,57.163,66.58,69.084,0,No,0,Willing,Relevant,3.649,9.292,Tier 1,Matched,High,Not Required,30,No,0,Willing,Not Placed
32,Female,76.371,68.25,68.746,Information Technology,70.027,53.34,66.541,72.618,0,Yes,1,Not Willing,Relevant,4.2,13.166,Tier 2,Not Matched,Medium,Required,0,No,0,Willing,Not Placed
21,Male,72.129,71.293,74.278,Computer Science,57.215,76.274,72.055,56.848,1,No,2,Willing,Not Relevant,9.764,3.0,Tier 3,Not Matched,Medium,Not Required,60,No,6,Willing,Not Placed
23,Female,59.703,64.669,60.723,Information Technology,63.169,60.072,65.086,77.858,2,Yes,5,Willing,Relevant,9.256,7.7,Tier 2,Matched,Low,Not Required,0,No,6,Willing,Placed
34,Female,76.557,59.966,81.521,Electronics,54.126,78.985,70.009,85.811,1,No,2,Not Willing,Relevant,1.0,10.026,Tier 1,Not Matched,High,Not Required,30,No,3,Willing,Not Placed
30,Male,67.385,71.282,59.33,Mechanical,69.279,65.731,72.035,91.382,2,No,0,Not Willing,Relevant,4.791,4.063,Tier 1,Matched,High,Not Required,90,No,0,Willing,Placed
28,Female,54.856,64.836,79.657,Mechanical,76.51,45.172,58.377,84.016,2,Yes,0,Not Willing,Relevant,4.925,11.585,Tier 1,Not Matched,Medium,Required,30,No,0,Not Willing,Not Placed
31,Female,75.247,84.078,61.87,Mechanical,85.304,72.977,45.0,81.928,5,No,2,Not Willing,Relevant,6.944,8.235,Tier 2,Matched,Medium,Required,0,Yes,18,Willing,Not Placed
31,Female,77.9,79.161,71.066,Mechanical,79.55,65.7,60.217,91.493,0,Yes,0,Not Willing,Relevant,7.296,9.277,Tier 1,Matched,Low,Not Required,0,No,6,Not Willing,Placed
34,Male,59.66,63.609,89.317,Mechanical,58.34,62.19,65.902,58.102,0,Yes,2,Willing,Relevant,4.521,9.115,Tier 3,Matched,Medium,Required,30,No,6,Not Willing,Not Placed
28,Female,58.222,71.259,86.83,Mechanical,61.367,57.198,54.054,67.8,2,Yes,3,Not Willing,Not Relevant,2.693,8.575,Tier 1,Matched,High,Not Required,0,No,0,Willing,Not Placed
33,Female,50.0,62.561,69.708,Mechanical,54.243,43.081,71.658,54.536,0,Yes,1,Not Willing,Relevant,4.633,3.0,Tier 3,Matched,Low,Not Required,0,No,0,Not Willing,Not Placed
23,Male,69.169,73.565,75.746,Information Technology,59.815,69.61,66.289,71.741,4,No,2,Not Willing,Relevant,1.348,13.523,Tier 3,Matched,Medium,Not Required,15,No,0,Willing,Not Placed
27,Female,65.994,66.922,78.23,Electronics,58.092,61.931,61.28,55.996,1,No,0,Willing,Not Relevant,2.727,7.313,Tier 3,Not Matched,Medium,Required,0,No,12,Willing,Not Placed
32,Female,65.062,68.781,72.638,Mechanical,71.496,62.408,70.172,68.726,1,No,4,Not Willing,Not Relevant,7.466,5.049,Tier 2,Matched,Low,Not Required,30,No,0,Willing,Placed
23,Male,78.284,61.664,70.15,Electronics,66.5,62.668,83.624,79.367,0,Yes,2,Willing,Relevant,3.293,7.503,Tier 1,Not Matched,Low,Not Required,0,Yes,0,Willing,Placed
24,Male,70.003,55.238,82.014,Information Technology,86.302,67.64,76.311,72.672,4,No,2,Willing,Relevant,5.734,9.579,Tier 1,Matched,Low,Not Required,60,No,6,Not Willing,Placed
29,Female,59.209,65.303,75.504,Mechanical,88.579,67.0,73.073,100.0,2,No,5,Not Willing,Relevant,7.155,7.085,Tier 1,Matched,Medium,Not Required,0,No,3,Willing,Placed
33,Male,68.944,74.214,70.376,Information Technology,68.197,78.924,73.672,71.788,1,Yes,1,Not Willing,Not Relevant,6.954,3.0,Tier 2,Matched,High,Not Required,0,Yes,0,Not Willing,Not Placed
24,Female,72.166,80.774,70.705,Mechanical,68.319,71.204,57.363,78.613,1,Yes,3,Willing,Relevant,7.674,9.1,Tier 3,Matched,Medium,Required,15,No,18,Willing,Placed
23,Male,60.893,65.953,84.967,Computer Science,73.048,56.332,87.446,80.719,3,No,1,Not Willing,Relevant,6.397,4.12,Tier 1,Matched,Medium,Not Required,0,No,3,Willing,Placed
25,Male,60.326,74.029,84.334,Information Technology,62.489,69.464,75.678,72.056,2,Yes,0,Not Willing,Relevant,2.201,7.371,Tier 1,Matched,Medium,Not Required,15,No,0,Not Willing,Not Placed
27,Male,78.125,79.468,70.09,Others,100.0,65.119,50.399,67.631,1,No,3,Not Willing,Relevant,7.109,10.205,Tier 1,Matched,Low,Not Required,60,No,3,Willing,Placed
25,Female,56.876,69.504,78.315,Information Technology,73.418,58.395,49.57,52.42,0,Yes,1,Not Willing,Relevant,7.033,11.147,Tier 2,Matched,Medium,Not Required,60,No,6,Willing,Not Placed
24,Female,62.154,80.351,68.183,Mechanical,66.781,66.762,52.813,47.832,2,No,2,Not Willing,Not Relevant,8.047,7.121,Tier 2,Matched,Low,Required,60,No,0,Willing,Not Placed
28,Male,62.947,74.399,77.804,Computer Science,68.757,64.436,59.466,66.139,1,Yes,5,Not Willing,Relevant,5.839,10.109,Tier 3,Matched,Low,Not Required,0,No,0,Not Willing,Placed
24,Male,68.916,66.662,74.978,Information Technology,59.879,57.457,71.945,63.653,3,Yes,2,Not Willing,Not Relevant,4.463,3.333,Tier 3,Not Matched,High,Required,30,No,6,Willing,Not Placed
22,Female,74.409,68.095,67.487,Others,64.636,70.725,59.209,100.0,1,Yes,1,Not Willing,Relevant,4.58,5.752,Tier 1,Matched,Medium,Required,30,No,0,Willing,Placed
30,Male,72.412,74.454,63.801,Computer Science,69.588,67.822,74.23,68.657,4,Yes,2,Not Willing,Relevant,6.848,13.343,Tier 1,Matched,Low,Not Required,0,No,0,Willing,Placed
33,Male,69.756,60.333,79.337,Others,64.329,62.999,45.0,67.008,0,Yes,1,Not Willing,Not Relevant,2.701,6.83,Tier 2,Not Matched,Low,Not Required,0,Yes,0,Willing,Not Placed
34,Male,86.153,82.199,75.044,Information Technology,64.359,55.937,69.295,83.535,2,No,0,Not Willing,Relevant,3.634,7.952,Tier 2,Matched,High,Not Required,15,No,0,Willing,Not Placed
26,Female,67.298,66.494,73.008,Electronics,59.856,53.605,67.226,83.752,1,No,2,Not Willing,Relevant,5.403,3.0,Tier 1,Matched,High,Required,0,No,6,Willing,Not Placed
22,Female,57.317,71.091,77.163,Computer Science,59.959,76.874,65.313,82.283,0,Yes,1,Not Willing,Not Relevant,7.983,9.659,Tier 3,Matched,Medium,Not Required,0,No,0,Willing,Not Placed
23,Male,73.981,68.031,86.083,Mechanical,56.507,81.235,62.371,55.295,2,Yes,1,Not Willing,Relevant,8.014,11.956,Tier 2,Matched,Low,Not Required,0,No,12,Willing,Not Placed
21,Male,70.003,69.677,80.04,Electronics,82.439,71.182,52.434,54.599,2,Yes,2,Not Willing,Not Relevant,4.398,6.721,Tier 2,Matched,Medium,Not Required,0,No,3,Willing,Not Placed
25,Female,69.151,69.794,65.951,Computer Science,51.975,41.965,70.836,57.9,2,Yes,0,Willing,Relevant,4.07,12.936,Tier 3,Matched,Medium,Not Required,30,No,6,Willing,Not Placed
29,Female,67.095,66.264,64.085,Electronics,60.982,82.863,58.791,73.986,1,Yes,0,Willing,Relevant,4.17,7.799,Tier 1,Matched,Medium,Not Required,0,No,6,Not Willing,Not Placed
22,Male,72.49,68.776,83.953,Mechanical,65.779,61.777,73.059,67.831,3,Yes,1,Not Willing,Not Relevant,3.825,6.077,Tier 3,Matched,Medium,Not Required,60,No,6,Willing,Not Placed
32,Male,81.305,67.751,70.281,Mechanical,83.406,62.881,72.452,53.226,2,Yes,0,Not Willing,Relevant,5.822,9.862,Tier 3,Matched,Low,Required,60,No,12,Not Willing,Not Placed
27,Male,82.011,65.891,74.552,Electronics,64.376,70.185,69.688,62.947,1,Yes,1,Not Willing,Relevant,5.475,7.527,Tier 2,Matched,Low,Required,60,Yes,6,Willing,Not Placed
25,Female,86.875,55.572,66.866,Information Technology,71.174,55.624,67.21,80.094,0,No,1,Not Willing,Not Relevant,7.79,3.0,Tier 1,Matched,Low,Not Required,0,No,0,Willing,Not Placed
22,Male,75.68,65.312,64.68,Computer Science,70.868,67.359,62.135,49.585,1,No,0,Not Willing,Not Relevant,5.646,16.608,Tier 1,Matched,Medium,Not Required,15,No,3,Willing,Not Placed
28,Female,81.712,65.28,71.335,Others,71.204,67.056,54.825,72.237,1,Yes,3,Willing,Relevant,1.0,3.0,Tier 1,Matched,Low,Required,0,No,3,Willing,Placed
31,Male,74.697,72.457,81.239,Information Technology,50.597,75.021,67.115,79.377,1,No,2,Not Willing,Relevant,8.149,3.0,Tier 2,Matched,Medium,Required,0,No,3,Not Willing,Not Placed
33,Male,66.968,79.441,84.599,Mechanical,75.436,55.649,84.442,96.104,1,No,3,Willing,Not Relevant,6.826,8.716,Tier 1,Matched,Medium,Not Required,0,No,0,Willing,Placed
33,Male,84.843,73.519,73.279,Information Technology,70.397,66.912,70.527,71.041,2,No,3,Willing,Not Relevant,2.94,10.772,Tier 2,Not Matched,Low,Not Required,0,Yes,6,Willing,Not Placed
26,Female,66.292,57.66,75.635,Computer Science,90.938,69.242,62.113,87.798,2,No,4,Not Willing,Relevant,7.698,3.8,Tier 3,Matched,Medium,Not Required,30,No,0,Willing,Placed
24,Female,67.626,68.659,74.989,Information Technology,63.826,72.879,61.462,69.29,1,No,2,Not Willing,Relevant,6.825,9.329,Tier 2,Matched,Medium,Not Required,60,No,0,Willing,Placed
33,Male,74.556,74.391,82.401,Mechanical,43.819,69.104,70.447,84.814,2,No,0,Willing,Not Relevant,4.545,11.854,Tier 3,Not Matched,Low,Not Required,0,No,0,Not Willing,Not Placed
24,Male,70.985,86.305,77.217,Others,63.321,65.592,59.377,88.535,1,No,3,Willing,Relevant,5.794,6.83,Tier 3,Not Matched,Low,Not Required,60,No,3,Willing,Placed
22,Male,61.136,72.061,70.573,Information Technology,70.739,75.731,66.681,77.878,3,No,1,Not Willing,Not Relevant,4.585,4.868,Tier 2,Matched,High,Not Required,15,No,3,Not Willing,Not Placed
23,Female,80.047,75.486,70.825,Mechanical,58.199,54.594,59.279,61.459,0,Yes,0,Willing,Not Relevant,1.759,6.331,Tier 1,Matched,Low,Not Required,15,No,6,Not Willing,Not Placed
27,Male,66.242,59.336,78.271,Electronics,74.551,71.039,69.973,45.007,1,No,0,Not Willing,Relevant,5.143,3.0,Tier 2,Not Matched,High,Not Required,0,No,3,Willing,Not Placed
23,Male,79.542,86.92,76.393,Computer Science,55.541,66.921,54.454,96.101,1,No,2,Not Willing,Relevant,7.007,10.15,Tier 1,Matched,Medium,Required,30,No,12,Willing,Not Placed
33,Female,70.435,74.93,73.246,Others,85.843,72.311,60.193,79.279,1,No,0,Not Willing,Relevant,7.0,3.283,Tier 1,Not Matched,High,Not Required,30,No,3,Willing,Not Placed
25,Female,70.028,83.358,67.378,Others,68.447,66.604,60.626,55.851,0,No,0,Not Willing,Not Relevant,10.45,4.125,Tier 2,Matched,Medium,Not Required,15,No,3,Willing,Not Placed
30,Male,66.265,72.061,73.316,Information Technology,60.26,72.989,63.581,71.724,0,Yes,2,Not Willing,Relevant,3.454,8.958,Tier 2,Matched,High,Required,0,No,0,Not Willing,Not Placed
26,Female,74.654,52.249,72.336,Computer Science,60.504,66.068,68.219,65.586,1,Yes,0,Not Willing,Relevant,4.156,9.486,Tier 1,Matched,High,Not Required,60,No,3,Not Willing,Not Placed
26,Female,65.998,72.322,69.484,Information Technology,85.498,73.297,58.943,60.116,4,Yes,2,Not Willing,Relevant,8.354,9.715,Tier 1,Matched,Medium,Not Required,0,No,0,Willing,Placed
34,Female,95.0,79.322,61.768,Mechanical,59.599,68.829,86.254,55.958,1,No,3,Not Willing,Relevant,8.21,3.745,Tier 1,Matched,Low,Not Required,30,Yes,3,Willing,Not Placed
24,Female,78.157,79.309,71.822,Electronics,91.107,58.104,70.666,74.229,1,Yes,0,Not Willing,Not Relevant,7.485,7.073,Tier 1,Not Matched,Medium,Not Required,30,No,12,Willing,Not Placed
26,Female,78.84,68.266,87.428,Others,69.969,62.066,70.515,68.01,2,No,1,Not Willing,Not Relevant,5.252,4.947,Tier 3,Matched,Medium,Not Required,0,No,0,Not Willing,Not Placed
